node,mean_state,lower_bound90,upper_bound90
A,11.067891153909079,11.295171412452088,11.32183016226769
B,0.0010251008644452607,0.0005079026137658,0.0005079026137658
C,0.00021001050052502624,0,0
D,0.00027999892855071266,2.243764313438249e-05,2.243764313438249e-05
E,0.0010229377226262245,0.0001866425419813,0.0004938418619827
F,1.0,1,1
G,-0.050614277624658206,-0.1472181019562528,0.2813134150067139
