,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,31,32,33,34,35,36,37,38,39,40,41,42
BrettQuigley,70.00000,,,72.00000,70.25000,72.00000,,70.50000,71.00000,71.50000,72.25000,72.75000,,,76.00000,73.00000,71.75000,,70.25000,71.00000,,69.75000,,73.50000,71.50000,,70.00000,67.25000,69.75000,72.00000,,71.00000,71.50000,71.25000,,75.00000,70.50000,69.33333,70.00000,71.50000,71.75000
BrettRumford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.50000,,,,,,,,,,
BrettUpper,,,77.50000,,,,74.00000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BrianBateman,72.00000,,,71.25000,72.75000,,69.00000,70.50000,69.50000,72.50000,,72.75000,,71.50000,71.75000,68.00000,,68.50000,69.25000,71.25000,,,,,72.50000,,,72.00000,74.00000,73.00000,,,72.00000,,69.50000,,71.00000,,,69.00000,71.75000
BrianDavis,,,,,,,,,,,75.50000,,77.50000,,,,,,,,,,73.00000,,,,,,,71.00000,,,,,,,,,,,
BrianDixon,,,,,,,,,,,,79.00000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BrianGay,68.75000,,,,,,69.00000,73.00000,72.50000,72.00000,,71.25000,,74.00000,73.75000,70.50000,74.00000,70.50000,69.25000,69.00000,,70.25000,74.00000,72.00000,73.50000,71.00000,,69.25000,69.50000,,,71.00000,72.50000,73.00000,68.00000,71.25000,73.00000,67.50000,72.00000,69.25000,71.00000
BrianHarman,,,,,,,,,,,,,,78.50000,,,,,,,,,,,,,,,,,,71.00000,,,,,,,,,
BrianHenninger,,,,74.33333,,,71.25000,,,,,,,,,,,,,75.00000,,,,,,74.00000,74.50000,,,,,,72.50000,,70.00000,,71.00000,,,,
BrianKortan,70.50000,,,73.33333,72.50000,,72.00000,,,,,73.75000,,,73.00000,72.50000,,,,69.50000,,,,74.00000,74.50000,71.00000,69.50000,72.00000,72.00000,,,69.50000,73.50000,73.00000,71.50000,72.00000,73.00000,70.33333,73.50000,,
BrianSmith,,,,,,,,,,,,,,,76.00000,,,,,,,,,,,,,,,,,,,,,,,,,,
BrianWatts,,,,72.66667,,,70.50000,,,,,75.00000,,,,,,73.50000,,,,,,,,,,,73.00000,,,75.50000,,73.00000,69.00000,,,,,,
BrianWilson,,,,,,,,,,,,,,,,,,,,75.50000,,,,,,,,,,,,,,,,,,,,,
BrinyBaird,66.75000,70.00000,71.00000,,71.50000,68.75000,,70.50000,70.75000,,72.00000,71.50000,75.00000,,74.00000,69.25000,,68.75000,71.00000,,72.75000,73.50000,73.50000,,71.50000,69.75000,,,70.50000,72.00000,,,72.50000,,70.00000,,,68.00000,71.00000,67.25000,70.00000
BrockMackenzie,,,,,,,,,,,,,,,,,,,,,,,74.50000,,,74.50000,70.00000,,,,,,,,,,,,,,
BruceSmith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.00000,,,,,,,,,,,
BryantMacKellar,,,,,,,,,,,,,,,,76.50000,,,,,,,,,,,,,,,,,,,,,,,,,
BryceMolder,,,,72.66667,,,,,,,,78.50000,,,,,,,,71.25000,,,,,,,,,,,,,,,,,,,,,
BubbaWatson,,,,,,,,,,,,,,,,,,,,,,,73.50000,,,,,,,,,,,,,,,,,,
CameronBeckman,68.25000,70.00000,72.50000,,,71.50000,69.25000,73.50000,73.00000,,71.75000,74.00000,,71.25000,73.50000,,71.00000,69.75000,,70.75000,,69.25000,,70.75000,,,,69.50000,,,,69.25000,71.75000,,70.50000,70.00000,69.50000,69.00000,69.50000,67.50000,73.50000
CameronDoan,,,,,,,,,,,,,,,,,,73.00000,,,,,,,,,,,,,,,,,,,,,,,
CamiloVillegas,,,,,,,,,,,,,,,,,,,,,,,74.50000,,73.50000,70.25000,67.75000,71.00000,,,,,69.50000,75.50000,71.00000,72.50000,69.25000,,,,
CarlAlexander,,,,,,,,,,,,,,,,,,,,,,74.00000,,,,,,,,,,,,,,,,,,,
CarlPaulson,,,,,,,72.50000,,,,,,,,,,,,,72.50000,,,76.50000,73.00000,,68.25000,70.00000,73.00000,72.00000,,,71.00000,,,70.00000,,70.50000,,,,
CarlPettersson,73.00000,68.80000,70.25000,71.25000,74.50000,69.50000,,,70.50000,72.50000,75.00000,73.00000,,69.00000,,68.75000,73.00000,69.25000,71.25000,,,73.50000,,70.50000,69.75000,,,,71.00000,72.75000,,,,,,,67.75000,67.00000,70.75000,68.00000,68.75000
CarlosFranco,68.00000,69.75000,70.50000,,,70.25000,68.00000,72.25000,72.25000,,72.75000,,,,71.50000,72.50000,69.50000,68.50000,,,,71.50000,,,70.25000,70.00000,,66.75000,66.75000,71.75000,72.50000,,,,,71.50000,,,70.00000,69.50000,73.75000
CaryHungate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.50000,,,,,,,,,,,
CaseyBourque,,,,,,,,,,,,,,,,,,,,,,,78.50000,,,,,,,,,,,,,,,,,,
CaseyMartin,,,,72.00000,,,72.50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CaseyWittenberg,,,,,,,,,,,,,72.00000,,,,,,,,,,74.00000,,76.00000,68.50000,,75.00000,75.50000,,,73.00000,72.00000,71.00000,,,,,,,
ChadCampbell,70.00000,69.00000,69.75000,,72.25000,70.00000,,,70.25000,67.50000,72.25000,,76.50000,70.75000,,,70.75000,69.75000,67.50000,,71.75000,71.00000,73.00000,,72.00000,,,,,71.50000,73.50000,,,71.25000,,,,,,69.75000,71.75000
CharlesCoody,,,,,,,,,,,,,83.50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CharlesHowellIII,68.25000,71.00000,69.00000,71.50000,72.75000,72.00000,,,72.50000,71.00000,75.00000,,72.00000,,75.00000,67.75000,74.00000,,,69.25000,74.50000,,74.00000,66.75000,70.25000,,,,,71.75000,69.00000,,69.25000,74.50000,,70.50000,,70.00000,,70.00000,71.00000
CharlesWarren,,,,,,,,,,,,,,,,,76.00000,,,,,,,,,,,,,,,,,,,,,,,,
CharletonDechert,,,,,,,,,,,,,,,,,,,,,,,75.00000,,,,,,,,,,,,,,,,,,
CharleyHoffman,,,,,,,,,,,,,,,,,,,,,,,,70.50000,,,,,,,,,,,,,,,,,
CharlieBrown,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.00000,,,,,,,,,,,,,
ChezReavie,,,,,,,,,,,,,,,,,,,,,,,76.00000,,,,,,,,,,,,,,,72.50000,,,
ChipSullivan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.75000,,,,,,,,,,,
ChrisBotsford,,,,,,,,,,,,,,,,,,,,,,,,,75.50000,,,,,,,,,,,,,,,,
ChrisCouch,71.00000,69.20000,,72.33333,78.00000,,73.00000,,,,,73.00000,,,75.50000,,,72.00000,,74.00000,,,,,,75.00000,,75.50000,75.50000,,,74.00000,76.00000,76.00000,70.50000,75.00000,67.75000,71.33333,71.50000,,
ChrisDiMarco,,70.75000,67.00000,,,70.25000,,69.00000,71.25000,,75.50000,71.50000,71.50000,,,72.50000,72.00000,68.50000,70.75000,,71.75000,69.25000,71.75000,,,69.25000,,,69.00000,70.00000,68.75000,,,71.00000,,69.00000,,,,68.25000,
ChrisHeinz,,,,,72.50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ChrisNallen,,,,,,,72.00000,,,,,,,,,,,,,,,,,,,,,,,,,69.75000,73.50000,,,,,,,,
ChrisRiley,68.00000,67.20000,69.50000,,69.50000,,,74.00000,70.50000,,77.00000,,76.00000,,72.25000,69.75000,,72.00000,69.25000,,,71.00000,74.50000,70.00000,,,,,,70.25000,71.25000,,,,,,,70.66667,,,70.25000
ChrisSmith,71.50000,69.75000,72.50000,72.00000,73.25000,,69.25000,70.00000,72.25000,,76.00000,71.50000,,75.50000,,70.50000,73.00000,69.00000,,73.00000,,72.25000,74.00000,72.50000,72.00000,70.25000,68.25000,72.00000,71.50000,,,71.50000,72.00000,76.50000,,70.25000,69.00000,68.50000,68.25000,71.00000,73.00000
ChrisStroud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.50000,,
ChrisWinkel,,,,,,,,,,,,,,,,,,,,,,,,,,76.50000,,,,,,,,,,,,,,,
CliffKresge,,72.25000,76.00000,,72.50000,71.50000,70.00000,70.50000,71.50000,,73.50000,73.00000,,70.25000,73.00000,71.50000,73.50000,71.00000,,74.00000,,71.50000,76.00000,71.25000,73.00000,,,72.50000,74.00000,,,72.00000,77.00000,70.50000,70.00000,72.75000,70.50000,72.33333,70.75000,72.00000,72.00000
ClintJensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.50000,,,,,,,
ColinMontgomerie,,,,,,,,,,,72.25000,,75.50000,,,,,,,,,,,,,,,,,74.25000,72.50000,,,,,,,,,,
CoreyPavin,68.00000,69.40000,,70.25000,72.50000,69.00000,,,,,72.00000,75.00000,,73.00000,,,74.00000,,70.00000,,74.75000,71.50000,72.50000,70.25000,,,,68.50000,,,,68.00000,,71.25000,68.50000,,72.00000,68.75000,70.75000,,
CraigBarlow,67.25000,69.75000,,71.50000,70.25000,72.00000,,71.00000,72.75000,71.25000,79.50000,,,71.75000,,,,,,,,73.00000,,69.75000,72.50000,71.50000,,72.50000,68.75000,,,68.75000,,71.25000,,72.00000,68.50000,68.75000,,71.00000,72.50000
CraigBowden,67.75000,,,72.33333,72.50000,,70.50000,74.00000,70.50000,76.50000,,71.25000,,71.00000,73.00000,70.00000,75.50000,,75.00000,69.25000,,71.25000,73.50000,,72.75000,,70.00000,68.75000,71.50000,,,69.25000,73.00000,73.50000,,,71.00000,69.33333,75.50000,73.00000,
CraigDoell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.00000,,,,,,,
CraigParry,,,,,,,,67.75000,71.50000,73.00000,71.00000,,75.00000,,,,,,,75.00000,74.25000,69.75000,75.75000,,,,,,,73.00000,73.25000,,,,,,,,72.25000,71.00000,69.50000
CraigPerks,70.00000,,71.50000,,72.00000,72.50000,,70.00000,72.00000,77.00000,74.50000,,74.50000,,76.50000,71.50000,76.00000,70.00000,68.25000,,75.00000,72.50000,,,74.50000,,,,72.50000,,,70.50000,71.75000,71.25000,,,70.75000,69.00000,,69.00000,72.00000
CraigStadler,71.50000,,,71.50000,,,,,,,73.00000,,74.50000,,,,,,,,,,,,,,68.75000,,,,,,,,,,,,,,
CraigStevens,,,,,,,,,,,,77.00000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CraigThomas,,,,,,,,,,,,,,,,,,,,,,76.00000,,,,,,,,74.00000,,,,,,,,,,,
CurtisStrange,,,,,,,,,,,,,,75.00000,,,,,,,,,,,,,,,,,,,,,,77.00000,,,75.00000,,
D.A.Points,,,,74.00000,,,,,,,,,,,,,,,,,,,,,,72.00000,,,,,,,,,,,,,,,
D.J.Brigman,68.75000,,,75.33333,74.50000,,70.50000,74.00000,72.00000,,,76.50000,,,71.25000,71.75000,73.50000,70.50000,72.00000,,,70.75000,,71.00000,70.75000,71.25000,,72.50000,71.50000,,,,71.50000,70.25000,68.50000,76.00000,,71.66667,71.25000,71.00000,
D.J.Trahan,,,,,,,,,,,,,,75.50000,,,,,,,,,,,,,,,,,,,,,,,,,,,
DaisukeMaruyama,,,,,,73.50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DanForsman,,69.50000,74.00000,73.66667,,,,,,,,74.00000,,74.50000,79.00000,69.00000,75.00000,73.50000,72.00000,,71.75000,70.50000,73.00000,,72.50000,,,69.25000,70.75000,,,75.50000,70.00000,74.00000,,72.75000,69.50000,69.33333,72.50000,68.25000,72.50000
DanHalldorson,,,,,,,,,,,,,,,,,,,,,,,,,,,74.00000,,,,,,,,,,,,,,
DanOlsen,71.50000,,,73.33333,73.00000,,68.25000,70.75000,72.50000,75.00000,,75.00000,,72.50000,74.00000,71.25000,73.50000,71.50000,,,,71.00000,73.50000,,75.00000,,73.00000,71.50000,71.00000,,,,72.50000,76.50000,69.00000,72.50000,71.00000,69.33333,71.00000,,
DanPohl,,,,,,,,,,,,,,,,,,,72.00000,,,,,,,71.50000,71.50000,,,,,,,,,,,,,,
DanielChopra,70.00000,70.00000,,71.25000,74.50000,72.00000,71.50000,74.00000,72.50000,,,74.25000,,,73.50000,69.50000,71.50000,70.00000,,73.00000,,70.75000,73.00000,70.75000,74.00000,69.50000,69.00000,69.75000,68.00000,,,69.25000,68.50000,75.00000,68.25000,73.50000,68.75000,69.50000,,69.50000,72.50000
DannyBriggs,69.50000,,,72.00000,,,69.00000,77.00000,74.00000,,,73.50000,,,72.50000,71.00000,73.00000,74.50000,,70.25000,,73.50000,,70.25000,73.50000,,70.75000,67.75000,69.75000,,,72.00000,72.00000,73.25000,70.50000,,68.00000,68.00000,71.50000,71.50000,
DannyEdwards,,,,,,,69.50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DannyEllis,,67.80000,,,71.25000,73.50000,,68.75000,73.25000,72.25000,,,,,,71.50000,73.00000,71.00000,72.50000,75.00000,,71.50000,,69.50000,75.00000,,,72.50000,72.00000,,,72.50000,72.50000,,70.00000,72.50000,71.00000,67.25000,71.00000,69.75000,
DannyMulhearn,,,,,,,,,,,,,,,,,,,,,,,,,78.50000,,,,,,,,,,,,,,,,
DarrellKestner,,,,,,,,,,,,,,,,,,,,,,73.50000,,,,,,,,,,,,,,,,,,,
DarrenClarke,70.00000,,,,74.00000,75.00000,,,,70.00000,71.75000,,74.50000,70.00000,,,,,,,,71.50000,73.50000,,,,,,,71.00000,69.25000,,,,,,,,,,
DarrenFichardt,,,,,,,,,,,,,,,,,,,,,75.00000,,,,,,,,,,,,,,,,,,,,
DarrenWallace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.50000,,,,,,,
DaveEichelberger,78.50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DaveRummells,,,,,,,,,,,,,,,,,,,,,,,,,,,72.00000,,,,,,,,,,,,,,
"DaveStockton,Jr.",,,,76.00000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DavidBerganio,Jr.",,,,,,71.50000,73.00000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DavidBranham,,,,,,,,,,,,,,,,,,,,,,,,,,,74.50000,,,,,,,,,,,,,,
DavidBranshaw,70.50000,69.50000,,73.00000,73.50000,,69.25000,73.50000,73.00000,,,73.50000,,,74.50000,71.50000,76.50000,68.50000,,75.00000,,71.00000,,70.25000,71.00000,,72.00000,72.50000,72.50000,,,71.00000,76.00000,70.50000,70.00000,76.50000,71.50000,69.00000,73.00000,71.50000,
DavidCarr,,,,,,,,,,,,,,,,,,,,,,,83.00000,,,,,,,,,,,,,,,,,,
DavidChurch,,,,,,,,,,,,,,,,74.00000,,,,,,,,,,,,,,,,,,,,,74.00000,,,,
DavidDuval,,,,,,,,,,,,,,,,,,,,,,,82.50000,,,,,,,79.00000,,,69.75000,72.50000,,72.50000,71.50000,68.50000,,75.00000,
DavidEdwards,,,,71.75000,,,,,,,,,,,,,,,,71.75000,,,,70.75000,,71.00000,69.25000,73.50000,70.50000,,,,,71.50000,69.50000,,72.00000,,,,
DavidFaught,,,,,,,,,,,,,,,,,,,,,,,75.50000,,,,,,,,,,,74.00000,,,,,,,
DavidFrost,,,,,,75.50000,70.25000,73.00000,74.00000,,77.00000,,,71.00000,73.00000,68.50000,73.50000,,75.00000,72.50000,,71.25000,,,71.50000,72.50000,74.50000,73.50000,,,,71.00000,73.00000,71.75000,,72.25000,69.75000,67.25000,70.25000,70.00000,70.50000
DavidGossett,,72.00000,72.75000,73.00000,,74.50000,,73.00000,73.00000,72.50000,78.00000,74.00000,,79.00000,74.00000,,76.00000,,,73.50000,,78.50000,,,77.00000,73.50000,75.50000,81.50000,,,,,84.00000,,72.50000,74.00000,74.50000,,75.50000,71.50000,78.50000
DavidHearn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.50000,,,,,,,
DavidHowell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.25000,,,,,,,,,,,
DavidHowser,,,,,,,,,,,,,,,,,,,,74.00000,,,,,,,,,,,,,,,,,,,,,
DavidIshii,69.75000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DavidLebeck,,,,76.00000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DavidLundstrom,,,,,,,,,,,,,,,75.00000,,,,,,,,,,,,,,,,,,,,69.50000,,,,,,
