,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,31,32,33,34,35,36,37,38,39,40,41,42
DavidMathis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.00000,,,,,,,
DavidMorlandIV,70.00000,70.00000,,72.00000,74.00000,,74.00000,,,,,72.00000,,,75.00000,,73.00000,77.00000,,75.00000,,70.75000,75.00000,69.50000,74.50000,69.00000,71.50000,72.00000,72.00000,,,75.00000,,73.50000,71.00000,75.50000,69.25000,71.00000,73.50000,,
DavidNoll,,,,,,,,,,,,77.00000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DavidOgrin,,,,,,,,,,,,,,,,,,,,,,,,,,,70.50000,,,,,,,,70.50000,,,,,,
DavidOh,,,,,80.00000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DavidPeoples,71.00000,70.50000,71.50000,,71.25000,72.00000,71.50000,71.00000,,,72.25000,71.00000,,73.00000,71.25000,,72.25000,71.00000,,70.25000,,,,,,,69.25000,71.00000,70.50000,,,69.00000,70.50000,71.25000,68.25000,71.00000,71.25000,,,,
DavidRoesch,,,,,,,,,,,,,,,,,,,,,,,73.75000,,,,,71.75000,,,,,,,,,,,,,
DavidSchnider,,,,,74.50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DavidSutherland,,,,72.25000,,,71.50000,,,,,,,,,68.75000,,,,73.50000,,,,73.50000,,74.50000,71.50000,73.50000,73.00000,,,71.00000,72.50000,70.25000,70.25000,,70.50000,,,,
DavidTentis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.00000,,,,,,,,,,,
DavidToms,,,,,,71.00000,,68.50000,71.00000,,74.00000,77.50000,75.50000,,,69.50000,73.00000,72.50000,70.75000,67.00000,,72.50000,72.75000,,,,,,,71.25000,68.75000,,69.75000,,,70.50000,,,68.50000,,68.50000
DavisLoveIII,66.25000,,,72.33333,,,,,69.25000,71.50000,72.00000,,71.50000,70.75000,,,70.75000,,70.25000,,71.00000,70.25000,75.50000,,69.75000,,,,,74.00000,68.50000,,,71.75000,,,,,72.00000,,72.50000
DeanA.Wilson,,,,,,,,,,80.00000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DeanProwse,,,,,,,,76.50000,73.50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DeanWilson,70.00000,67.80000,72.00000,,73.25000,71.50000,69.75000,71.25000,72.75000,75.00000,75.00000,,,71.50000,75.00000,70.25000,71.75000,71.50000,75.50000,,,,,72.00000,73.00000,70.50000,72.00000,69.00000,73.50000,,,73.50000,70.75000,70.50000,66.25000,73.50000,71.00000,69.00000,72.00000,70.00000,70.25000
DeanePappas,,,,73.75000,,,70.25000,,,,,72.75000,,,74.50000,69.50000,,68.25000,,74.50000,,71.00000,,71.00000,73.50000,73.00000,,72.00000,74.50000,,,71.50000,70.00000,,68.75000,74.50000,69.25000,69.00000,70.75000,69.75000,
DelPonchock,,,,,,,,,,,,,,,,,,,,,,,,74.50000,,,,,,,,,,,,,,,,,
DennisColligan,,,,,,,,,,,,,,,,,,,,,,,,,,,74.50000,,,,,,,,,,,,,,
DennisPaulson,,,,73.00000,71.00000,,69.00000,69.75000,,70.25000,,73.25000,,70.50000,73.00000,69.50000,,,70.00000,69.50000,,70.00000,74.00000,73.50000,,,,72.00000,71.50000,,,72.00000,69.75000,73.00000,,,,,,,
DerekGillespie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.00000,,,,,,,
DerekLamely,,,,,,,,,,,,,,,,,,,,,,,,,75.50000,,,,,,,,,,,,,,,,
DerekSanders,,,,,,,,,,,,,,,,81.50000,,,,,,,,,,,,,,,,,,,,,,,,,
DickyPride,,,,76.00000,,,70.50000,76.00000,,74.50000,,,,,74.50000,72.00000,75.00000,,,75.00000,,,,72.50000,,71.50000,71.50000,77.00000,75.50000,,,71.50000,73.50000,73.50000,70.00000,72.00000,70.25000,67.00000,71.00000,,
DirkAyers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.75000,,,,,,,
DonPooley,,,,,,,70.50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DonYrene,,,73.50000,,,,70.75000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DonnieHammond,,69.00000,,72.00000,,,71.00000,,,,,,,,,,71.50000,,,73.50000,,,,72.00000,,70.00000,73.00000,73.00000,,,,,,,74.50000,,71.50000,68.75000,,,
DougBarron,,,,,,,,,,,,,,,,,,,,70.50000,,,,,,,,,,,,,,,,,,,,,
DudleyHart,,70.00000,71.50000,,74.50000,,,74.00000,,,,,,71.25000,70.50000,71.00000,,67.50000,70.50000,,,70.50000,74.75000,,72.50000,,,,71.50000,,,,72.00000,71.50000,,72.00000,,68.25000,71.00000,70.50000,
DuffyWaldorf,68.75000,67.60000,67.75000,,69.75000,,,,,73.00000,73.50000,71.50000,,,,,73.50000,67.75000,73.50000,,78.00000,,73.00000,68.75000,,,,,,72.50000,,,,,67.00000,69.25000,,67.50000,72.00000,73.50000,71.00000
EdFiori,,73.75000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EdFryatt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.33333,,,
EduardoRomero,,,,,,71.50000,,,,,,,74.50000,,,,,,,,,,73.00000,,,,,,,73.00000,,,,,,,,,,,
EdwardLoar,,,,,,,,,,,,,,,73.00000,,,,,,,,,,,,,,,,,,,,,,,,,,
EliZackheim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.50000,,,,,,,,,
EricAxley,,,,,,,,,,,,,,,,,,,,,,,74.50000,,,,,,,,,,,,,,,,,,
ErikCompton,,,,,,,,71.25000,,,,,,,,,,,,,,,,,,,,,,,,,,74.50000,,,,,,,
ErnieEls,,,,,,,,,,72.50000,71.75000,,70.00000,69.00000,,,,68.00000,,,67.50000,69.75000,71.75000,,,,,,,70.25000,73.25000,,,,,,,,,,
EstebanToledo,70.50000,69.50000,71.50000,73.66667,73.00000,72.50000,,75.00000,81.50000,,74.00000,74.50000,,73.50000,75.00000,71.00000,73.00000,71.00000,74.50000,72.50000,,71.75000,,70.00000,76.00000,70.50000,68.75000,72.00000,71.50000,,,70.50000,74.50000,72.00000,71.50000,72.00000,70.50000,69.33333,72.50000,71.00000,73.00000
FrankBensel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.00000,,,,,,,,,,,
FrankGraziosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.00000,,,,,,,,,
FrankLickliter,66.50000,,72.50000,72.00000,,71.00000,69.25000,,,71.50000,70.00000,,,71.50000,72.75000,,72.50000,70.50000,70.75000,,74.75000,,,68.50000,75.00000,,,68.50000,,,,68.75000,70.50000,,69.50000,69.50000,,70.25000,72.00000,,74.50000
FrankVana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.00000,,,,,,,,
FranklinLangham,,,,,,,,,,,,72.50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FredCouples,,,71.50000,71.25000,,71.00000,,,71.00000,71.00000,76.00000,,71.50000,,72.75000,,,,,,68.50000,68.50000,76.00000,,,,,,,,70.75000,74.50000,,,,,,,,,
FredFunk,68.75000,71.00000,72.50000,,,69.75000,,69.50000,75.00000,,70.75000,,75.00000,69.25000,,,73.00000,71.50000,69.50000,70.25000,75.00000,71.00000,71.25000,73.00000,,,69.50000,67.25000,,73.00000,73.00000,67.75000,,72.25000,,,66.50000,,70.50000,69.25000,70.75000
FredrikJacobson,,68.80000,68.25000,,72.75000,70.00000,,,69.75000,71.00000,75.50000,,72.25000,70.25000,,,,,,69.00000,,69.00000,76.00000,,,,,,,71.25000,70.75000,,,73.00000,68.00000,71.75000,,,71.25000,69.25000,73.00000
FultonAllem,,,,,,73.50000,78.50000,74.50000,73.50000,,,,,73.50000,,72.00000,78.50000,75.00000,72.00000,,,80.00000,,,,,,,73.50000,,,,,,,,,,,72.50000,
FuzzyZoeller,,,,,,,,,,,,,80.00000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GabrielHjertstedt,,,,,,,,,,,,,,,,,,,,,,,76.00000,,,,69.25000,,,,,,,76.50000,69.00000,,,,,,
GarrettWillis,,,,77.66667,,,68.25000,,,,,,,,73.50000,70.50000,,,,74.50000,,,,70.75000,,70.50000,70.00000,71.50000,72.50000,,,69.00000,72.50000,73.00000,,,70.00000,71.66667,,,
GaryHallberg,,,,,,,,,,,,,,,,,,,,,,,,,,,74.50000,,,,,,,,,,,,,,
GaryPlayer,,,,,,,,,,,,,81.00000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GaryWolstenholme,,,,,,,,,,,,,76.50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GeneSauers,70.00000,69.50000,74.00000,,74.50000,73.00000,,68.50000,73.75000,72.00000,74.00000,,,75.50000,,70.50000,71.25000,72.00000,,71.00000,,,,72.50000,72.50000,70.50000,,71.50000,74.00000,,,72.50000,74.00000,,69.50000,72.00000,72.00000,72.00000,73.00000,72.00000,76.50000
GeoffOgilvy,,67.60000,73.00000,,73.50000,73.50000,68.75000,,70.50000,74.00000,71.25000,,,70.00000,71.00000,69.25000,70.25000,,71.75000,73.00000,71.75000,,,71.75000,69.50000,71.00000,,,69.25000,71.50000,,,71.50000,,,,,68.50000,71.50000,68.00000,69.75000
GeoffreyDean,,73.50000,,,75.50000,72.00000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GeoffreySisk,,,,,,,,,,,,,,,,,,,,,,,74.25000,,,,,,,,,,74.50000,,,,,,,,
GeorgeBradford,,,,,,,,,,,,,,,,,,,,,,,,76.50000,,,,,,,,,,,,,,,,,
GeorgeBryan,,,,,,,,,,,,,,76.00000,,,,,,,,,,,,,,,,,,,,,,,,,,,
GeorgeBurns,,,,77.66667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GlenDay,,70.75000,69.50000,72.00000,,,70.50000,73.50000,73.00000,,71.50000,75.00000,,71.50000,,72.00000,74.50000,70.50000,70.00000,72.00000,,70.75000,,70.25000,72.75000,68.75000,,72.00000,69.50000,,,71.50000,72.00000,70.75000,69.50000,71.25000,67.00000,69.00000,73.50000,71.00000,71.50000
GlenHnatiuk,,69.80000,69.25000,,,73.00000,,74.50000,72.25000,,78.00000,71.50000,,73.50000,,,,,,,,,,,,,,,,,,,,,,,,,,,
GraemeMcDowell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.00000,,,,,,,,,,,
GrantWaite,70.00000,69.20000,,73.33333,71.75000,,72.50000,,76.00000,,,71.00000,,74.50000,73.50000,,73.25000,75.00000,,74.50000,,73.00000,,,73.50000,72.50000,71.25000,71.00000,73.00000,,,71.00000,72.50000,73.50000,71.50000,71.25000,71.00000,70.00000,74.50000,,
GregChalmers,,,,71.75000,,,71.25000,,75.00000,,,,,,73.00000,70.25000,,70.50000,,72.50000,,,,73.50000,73.00000,67.50000,69.00000,70.00000,70.75000,,,74.50000,73.50000,71.75000,70.00000,72.50000,67.75000,67.75000,,,74.00000
GregKraft,,,,,,,,,,,,,,,,,,,,72.50000,,,,,,,72.00000,,71.50000,,,,,,,,,,,,
GregMeyer,71.00000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GregNorman,,,,,,,,,,,75.25000,75.50000,,74.00000,,,,,,,,,,,75.00000,,,,,,,,,,,,,,,,
GusCable,,,74.00000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GuyBoros,74.00000,,,76.66667,75.50000,,70.50000,,,,,73.00000,,,75.50000,70.50000,,,,73.50000,,,,69.25000,73.00000,70.50000,73.50000,,72.50000,,,71.50000,73.75000,77.00000,69.50000,72.00000,71.50000,71.33333,72.00000,,
HalSutton,,71.00000,75.50000,,72.50000,70.25000,,74.00000,73.50000,,75.50000,74.00000,,,72.25000,69.25000,,73.00000,70.50000,,,,,,,,,,,73.50000,,71.00000,,,,,,,,,73.00000
HaleIrwin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.00000,,,,,,,,,,,
HankKuehne,,,73.00000,74.66667,70.50000,68.00000,,71.25000,73.50000,73.00000,77.00000,,,,72.25000,72.00000,75.00000,69.25000,74.50000,70.00000,74.50000,,,71.50000,72.50000,69.00000,68.25000,,69.25000,,,68.50000,68.75000,76.50000,70.75000,,73.00000,,70.00000,69.50000,77.00000
HarrisonFrazar,65.50000,67.20000,74.50000,73.33333,,,67.50000,73.50000,,72.50000,78.00000,72.25000,,,,70.00000,73.50000,69.00000,72.50000,,71.50000,,,68.75000,,69.50000,,70.25000,,74.50000,,,72.75000,,,,69.25000,66.75000,,69.75000,70.25000
HeathSlocum,70.75000,70.50000,68.50000,,71.50000,73.50000,66.50000,69.50000,,,72.75000,73.50000,,70.75000,73.00000,72.00000,70.25000,,72.00000,74.00000,75.50000,,,71.25000,73.00000,74.00000,,71.00000,72.50000,73.00000,,69.25000,72.50000,,66.75000,72.50000,68.25000,,71.00000,71.50000,73.50000
HeathWassem,,,,,,,,,,,,,,,,,,,,,,78.00000,,,,,,,,,,,,,,,,,,,
HidemichiTanaka,70.00000,,,,72.25000,69.50000,69.00000,,72.00000,74.00000,75.25000,74.00000,,,73.50000,67.25000,75.00000,72.00000,,,72.00000,,74.00000,69.75000,,69.75000,67.50000,71.00000,,73.00000,,68.50000,71.25000,,,73.50000,70.50000,,,70.50000,70.00000
HidetoTanihara,69.25000,,,,,,,,,,,,,,,,,,,,,,,,,,,69.50000,72.75000,,,,,,,,,,,,
HirofumiMiyase,72.50000,,,76.66667,73.50000,73.50000,70.50000,,,,,74.50000,,,75.50000,70.00000,,,,69.25000,75.75000,76.50000,,72.50000,74.50000,71.00000,,73.50000,73.00000,,,70.75000,73.00000,73.50000,69.50000,,70.50000,71.00000,75.00000,74.50000,
HiroyukiFujita,,,,,,,,,,,,,,,,,,,,,,,,,,72.50000,70.00000,,,,,,,,,,,,,,
HunterMahan,71.50000,,,74.33333,73.50000,,68.75000,71.25000,74.00000,72.75000,,75.50000,,,74.50000,72.50000,75.50000,71.00000,71.75000,70.25000,73.25000,,,71.75000,72.50000,70.50000,,72.50000,69.75000,,,68.75000,70.50000,69.50000,66.50000,,,72.66667,71.50000,70.25000,74.50000
IanLeggatt,,70.20000,72.50000,75.00000,,75.00000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IanPoulter,,,,,,,,,,75.00000,72.00000,,73.75000,71.75000,,,,,,,,,73.00000,,,,,,,72.00000,,,,,,,,,,71.00000,
IanWoosnam,,,,,,,,,,,,,75.50000,,,,,,,,,,,,,,,,,76.50000,,,,,,,,,,,
J.B.Sneve,,,,,78.00000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.J.Henry,,69.40000,71.50000,71.75000,72.00000,68.50000,,72.25000,72.75000,73.00000,74.50000,73.50000,,,73.25000,,70.75000,69.50000,72.00000,71.25000,,69.75000,76.50000,69.25000,70.50000,71.25000,,69.50000,,,,70.00000,71.25000,,66.50000,73.00000,67.00000,,71.50000,69.75000,73.00000
J.L.Lewis,,67.20000,73.00000,73.33333,,,69.50000,71.75000,,71.00000,73.50000,,74.50000,71.50000,,69.25000,72.50000,69.75000,69.75000,,70.75000,72.50000,74.00000,,73.50000,69.00000,,71.00000,71.75000,71.50000,72.25000,69.25000,,73.00000,66.75000,76.00000,,68.00000,72.50000,68.50000,73.75000
J.P.Hayes,72.50000,70.50000,70.25000,72.25000,,,,73.00000,78.50000,,71.50000,,,,,70.50000,72.50000,73.00000,,70.50000,,71.50000,73.00000,,73.25000,70.00000,74.50000,72.50000,69.25000,,,,,,70.00000,71.25000,70.75000,69.66667,71.50000,70.50000,71.50000
JCAnderson,,,,,,,,,,,,,,,,,,72.00000,,,,,,,,,,,,,,,,,,,,,,,
JJWall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.50000,,,,,,
JackNicklaus,,,,,,,,,,,,,75.00000,,,,,,,,73.75000,,,,,,,,,,,,,,,,,,,,
JamesH.McLean,,,,,,,,,,,,,,,,69.00000,,,,,,,,,,,,,,,,,,,,,,,,,
JamesLepp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.50000,,,,,,,
JamieElliott,,,,,,,,,,,,,,,,,,73.00000,,,,,,,,,,,,,,,,,,,,,,,
JamieNeher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.50000,,,,,,,,
JamieRogers,,,,,,,,,,,,,,,,,,,,,,,,,,75.00000,,,,,,,,,,,,,,,
JasonBohn,70.00000,,,72.00000,72.75000,,70.75000,75.00000,73.00000,,,74.50000,,,71.50000,71.00000,71.25000,69.75000,,72.50000,,72.25000,,74.00000,71.25000,68.25000,68.75000,71.50000,72.00000,,,68.00000,71.75000,71.75000,,71.25000,69.25000,68.00000,70.50000,70.50000,
JasonCaron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.00000,,,,,,,,
JasonDufner,69.00000,,,77.66667,72.75000,,71.00000,,73.50000,,,73.50000,,,73.50000,71.00000,72.50000,70.50000,,72.00000,,71.50000,,72.00000,72.00000,69.75000,69.00000,68.25000,70.50000,,,69.50000,71.25000,73.00000,72.00000,73.00000,70.50000,69.33333,69.25000,71.00000,
JasonGore,,,,72.33333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JasonHartwick,,,,,,,,,,,,,,,,,,70.50000,,,,,,,,,,,,,,,,,68.00000,,,,,,
JasonLaing,,,,,,,,,,,,,,,77.50000,,,,,,,,,,,,,,,,,,,,,,,,,,
JayDelsing,,69.75000,,71.75000,73.00000,,71.50000,,73.75000,,,77.50000,,,73.50000,70.50000,72.50000,70.25000,,71.25000,,72.00000,,71.00000,72.50000,72.50000,,70.00000,72.00000,,,73.50000,,74.50000,68.00000,72.50000,69.75000,69.66667,70.00000,,
JayDonBlake,,,,71.75000,73.00000,,72.00000,,,,,,,,,,,,,75.50000,,,,75.25000,,70.50000,72.00000,73.00000,,,,,,73.50000,70.50000,74.00000,70.00000,72.00000,,,
JayHaas,,66.20000,69.50000,,70.00000,70.00000,,70.50000,,,70.25000,,72.25000,69.50000,72.50000,,71.00000,,,,70.50000,71.50000,71.75000,,,68.00000,,,,72.00000,71.00000,,,,,,,,71.00000,,69.25000
JayOverton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.00000
JayWilliamson,,69.50000,71.50000,,72.25000,68.50000,,73.50000,73.50000,77.00000,77.50000,75.00000,,70.25000,,,,70.00000,74.50000,74.00000,,75.00000,,71.50000,72.00000,71.00000,68.50000,69.00000,70.50000,,,69.25000,69.00000,,67.75000,,69.25000,67.75000,,71.25000,75.00000
Jean-FrancoisRemesy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.25000,,,,,,,,,,,
JeffBrehaut,70.25000,70.50000,71.25000,73.66667,73.50000,71.75000,71.00000,,72.50000,,76.50000,71.50000,,71.25000,72.50000,72.25000,73.50000,73.00000,,72.50000,,73.00000,,70.50000,74.50000,68.00000,,72.00000,70.50000,,,73.50000,71.00000,74.00000,71.00000,70.50000,70.75000,72.33333,69.25000,70.50000,70.25000
JeffCoston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.25000,,,,,,,,,,,
JeffGove,,,,,,,,,,,,,,,,,,,,,,,76.00000,,,,,,,,,,,,,,,,,,
JeffMaggert,70.00000,,72.50000,68.75000,,68.75000,,,,73.00000,72.00000,,75.00000,71.25000,73.50000,,69.75000,71.00000,68.75000,,72.75000,73.00000,70.25000,,,,,,73.00000,,,,,,71.75000,,,,,70.00000,
JeffRoth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.00000,78.00000,,,,,,,,,,,
JeffSluman,72.00000,67.40000,69.25000,,,,,70.50000,73.00000,71.25000,71.75000,,75.50000,72.50000,,72.00000,71.75000,70.50000,72.00000,,72.00000,,,68.75000,71.75000,67.75000,,69.00000,67.75000,73.25000,,68.25000,71.25000,,,,,69.50000,70.50000,72.00000,69.75000
JefferyW.Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.00000,,,,,,,,
JeffreyLankford,,,,,,,,,,,,,,75.50000,,,76.00000,,,,,,,,,,,,,80.00000,,,,,,,,,76.00000,,
JerryHaas,,,,,,,,,,,,,,,,,74.00000,,,,,,,,,,,,,,,,,,,,,,,,
JerryKelly,66.75000,68.00000,,71.50000,,72.25000,,70.75000,,69.50000,70.25000,,73.75000,,,69.50000,73.00000,68.25000,,,71.00000,70.50000,74.25000,,71.25000,,,68.50000,68.00000,76.50000,69.75000,68.50000,,,66.50000,70.75000,,,69.25000,68.25000,73.00000
JerrySmith,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.50000,,,,,,,,,,,,,
JesperParnevik,67.75000,66.80000,70.50000,70.00000,69.75000,73.75000,,70.00000,71.25000,,72.00000,,,72.50000,,,72.50000,69.25000,69.25000,,72.50000,71.00000,,,,,,,,73.50000,70.25000,,70.75000,70.00000,67.75000,,,69.33333,70.50000,70.50000,67.75000
JimBenepe,,,,,,,,,,,,,,,,,,,,,,,,,,,71.25000,,,,,,,,69.00000,,,,,,
JimCarter,,,70.00000,73.00000,,,71.00000,,,,,75.00000,,,,70.50000,,70.50000,,72.50000,,72.00000,,73.50000,,72.00000,69.00000,70.50000,69.25000,,,72.50000,,73.25000,69.50000,,72.00000,,,,
JimFuryk,70.00000,,,,,,,,,,,,,,,,,,,,,,74.50000,,69.75000,,,,67.75000,76.50000,70.25000,,71.00000,,,,,67.50000,72.50000,71.00000,71.50000
"JimGallagher,Jr.",,,,,,,,,,,,,,,,,,,,72.00000,,,,,,71.00000,68.00000,70.50000,,,,,,73.50000,75.00000,,74.00000,,73.00000,,
JimMcGovern,,,,73.33333,,,,,,,,,,,75.00000,,,,,71.00000,,,,74.50000,,68.50000,72.50000,,,,,,,72.75000,70.00000,,72.00000,,,,
JimRutledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.25000,,,,,,,
"JimSchouller,Jr.",,,,,,,,,,,,,,,,,,,,,,,,76.50000,,,,,,,,,,,,,,,,,
JimSchuman,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.50000,,,,,,,,,,,,,
JimmyGreen,,,,,,,,,,,,,,,,,,,,,,,76.00000,,,,,,,,,,,,,,,,,,
JimmyWalker,,,,,,,,,,,,,,,73.00000,,,,,,,,,,,,,,,,,,,,,,,,,,
JinPark,,,,76.00000,,,,,,,,,,,,,,71.50000,,,,,,,,,,,,,,,,,,,,,,,
JoakimHaeggman,,,,,,,,,,,,,,,,,,,,,,,75.50000,,,,,,,76.50000,,,,,,,,,,,
JoeAffrunti,,,,,,,,,,,,,,,,,,,,,,,,,73.00000,72.00000,,72.50000,,,,,,,,,,,,,
JoeDurant,68.00000,67.80000,72.50000,,76.00000,69.50000,,68.25000,72.50000,71.75000,72.75000,,,72.50000,,68.25000,73.00000,,70.25000,73.50000,,,,69.50000,74.00000,68.75000,,71.25000,71.50000,73.00000,,69.25000,,,,,69.00000,69.66667,,69.00000,68.00000
JoeOgilvie,70.00000,68.00000,,72.25000,74.50000,70.25000,70.50000,71.50000,73.75000,,,72.50000,,72.50000,71.50000,66.75000,71.00000,,69.25000,70.00000,75.50000,69.75000,74.25000,,73.00000,71.50000,,,71.50000,72.50000,,71.00000,,69.25000,67.00000,,,69.33333,69.25000,74.50000,
JoelEdwards,,,,,,,,,,,,,,,,,,,,70.50000,,72.75000,,71.00000,73.50000,69.25000,71.50000,71.00000,,,,,,76.00000,68.00000,,72.00000,,,,
JoelKribel,,,,72.00000,,,72.50000,,,,,73.50000,,,73.25000,70.25000,,,,69.50000,,,,71.00000,75.50000,67.50000,,73.50000,,,,75.50000,,,,,,,,,
JoeyMaxon,,,,,,,,,,,,,,,,,,,,,,,80.00000,,,,,,,,,,,,,,,,,,
JoeySindelar,,71.25000,70.00000,,71.25000,,,70.75000,73.00000,73.00000,73.50000,73.50000,,73.50000,73.00000,69.50000,69.25000,,70.50000,,74.50000,70.50000,74.00000,73.50000,72.50000,,68.50000,70.00000,,74.00000,70.75000,69.25000,72.00000,71.25000,,71.25000,69.75000,,71.00000,67.50000,73.00000
JohnAber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.00000,,,,,
JohnAdams,,,,,,,,,,,,,,,,,,,,,,,,,,,72.50000,,,,,,,,,,,,,,
JohnBermel,,,,,,,,,,,,,,,,,,,,,,,,,,74.00000,,,,,,,,,,,,,,,
JohnBungert,,,,,,,,,80.00000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JohnConnelly,,,,,,,,,,,,,,,,,,,,,,,76.00000,,,,,,,,,,,,,,,,,,
JohnCook,70.50000,70.00000,,,,,,73.00000,74.50000,,,,,74.50000,,,71.50000,70.50000,,,71.25000,,,70.25000,,,69.00000,70.00000,71.00000,,,,74.50000,,,75.50000,70.50000,,,70.00000,
JohnDaly,,68.00000,70.75000,,69.50000,67.75000,72.50000,,,70.25000,74.50000,,74.50000,,70.75000,,,69.00000,,70.75000,70.75000,,,73.25000,,,,,66.50000,78.50000,71.25000,,71.25000,,,70.00000,,,71.00000,70.50000,
JohnDouma,,,,,,,70.50000,,,,,,,,,,,,,,,,74.00000,,,,,,,,,,,,,,,,,,
JohnE.Morgan,,,,72.66667,,,76.50000,,,,,,,,,71.25000,,,,73.50000,,,,75.00000,,67.00000,68.25000,71.00000,71.00000,,,,,74.00000,69.50000,73.00000,73.50000,,,,
JohnElliott,,,,,,,,,,,,,,,,,,,,,,,74.50000,,,,,,,,,,,,,,,,,,
JohnEllis,,,,75.00000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JohnHuston,67.50000,69.20000,72.00000,,,,,73.00000,,,71.75000,72.50000,,70.50000,70.00000,,,74.50000,72.50000,,,,,,,,,,73.00000,75.00000,,,,,,,71.50000,70.00000,,68.00000,70.75000
JohnMaginnes,69.00000,,,76.33333,75.00000,,70.00000,,,,,76.50000,,78.00000,74.50000,71.00000,73.50000,73.00000,,73.50000,,75.00000,,,,,,,,,,,,,,,,,,,
JohnMorse,72.50000,,,77.00000,,,,,,,,,,,,,,,,,,,,,,,70.50000,,,,,,,,,,,,,,
JohnRiegger,67.00000,68.00000,71.25000,,73.50000,72.50000,,69.50000,72.25000,71.00000,74.00000,,,72.50000,72.00000,71.75000,71.50000,,,72.50000,,73.50000,,,,,,,,,,,,,,,,,,,
JohnRollins,,,71.50000,76.33333,73.00000,75.00000,,,73.00000,,73.50000,75.50000,74.50000,71.25000,,,73.00000,70.50000,72.50000,,72.25000,71.25000,74.50000,,70.25000,67.75000,68.75000,,,,,72.50000,68.50000,73.75000,,70.25000,,70.00000,70.50000,69.50000,
JohnSenden,70.00000,68.40000,70.75000,72.00000,,76.50000,,71.50000,71.25000,,72.75000,,,,75.00000,69.00000,71.25000,69.50000,68.75000,69.75000,,70.75000,73.00000,,73.50000,69.50000,68.00000,,70.50000,,,69.25000,71.75000,,67.50000,72.50000,68.00000,70.33333,,,
JohnShawver,,,,,,,,,,,,,,,,,,,,,,,,,,77.50000,,,,,,,,,,,,,,,
JohnsonWagner,,,,,,,,,,,,,,,,,,,,,,,77.00000,,,,,,,,,,,,,,,,,,
JonMills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.00000,,,,,,,
JonTurcott,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.50000,,,,,,,,,,,,,
